Age,SocioEcon,GoodStudent,RiskAversion,VehicleYear,MakeModel,Antilock,Mileage,SeniorTrain,DrivingSkill,DrivQuality,Accident,RuggedAuto,ThisCarDam,CarValue,AntiTheft,HomeBase,Theft,ThisCarCost,OtherCarCost,PropCost,OtherCar,Airbag,Cushioning,MedCost,ILiCost,DrivHist
Senior,Prole,False,Normal,Older,Economy,False,FiftyThou,True,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,TenThou,False,Suburb,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Zero
Adolescent,Prole,False,Adventurous,Older,Economy,False,TwentyThou,False,SubStandard,Poor,Mild,EggShell,Mild,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Many
Adult,Middle,False,Normal,Older,Economy,False,TwentyThou,False,SubStandard,Poor,None,EggShell,None,FiveThou,False,Suburb,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Many
Adult,UpperMiddle,False,Normal,Current,FamilySedan,False,FiveThou,False,Normal,Normal,None,Tank,None,TwentyThou,True,Suburb,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,TwentyThou,False,Normal,Normal,None,Football,None,FiveThou,False,Rural,False,Thousand,Thousand,Thousand,False,False,Fair,Thousand,Thousand,Zero
Adolescent,Prole,False,Adventurous,Older,Economy,False,FiftyThou,False,SubStandard,Poor,Moderate,EggShell,Moderate,FiveThou,False,City,False,TenThou,Thousand,TenThou,False,False,Fair,Thousand,Thousand,Many
Adolescent,Wealthy,False,Adventurous,Current,Luxury,True,Domino,False,SubStandard,Poor,Moderate,Football,Moderate,FiftyThou,False,Secure,False,HundredThou,HundredThou,Million,True,True,Excellent,Thousand,Thousand,Many
Adolescent,UpperMiddle,True,Normal,Current,Luxury,True,FiftyThou,False,SubStandard,Poor,Mild,Football,Mild,FiftyThou,True,Rural,False,Thousand,Thousand,TenThou,True,True,Good,Thousand,Thousand,One
Adolescent,Middle,False,Normal,Current,FamilySedan,False,TwentyThou,False,SubStandard,Poor,Severe,EggShell,Severe,TwentyThou,False,Suburb,False,HundredThou,TenThou,HundredThou,True,True,Fair,TenThou,Thousand,Many
Adult,Prole,False,Adventurous,Older,Economy,False,FiftyThou,False,Expert,Excellent,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,TenThou,False,False,Poor,Thousand,Thousand,One
Adolescent,Prole,False,Adventurous,Older,FamilySedan,False,TwentyThou,False,SubStandard,Poor,Severe,Tank,Moderate,FiveThou,False,City,False,TenThou,HundredThou,HundredThou,False,False,Good,Thousand,Thousand,Many
Adolescent,Middle,True,Adventurous,Older,FamilySedan,False,TwentyThou,False,SubStandard,Poor,Mild,Tank,None,FiveThou,False,Suburb,False,Thousand,Thousand,TenThou,False,True,Excellent,Thousand,Thousand,Many
Adult,Prole,False,Normal,Older,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,True,City,False,Thousand,Thousand,TenThou,True,False,Poor,Thousand,Thousand,Zero
Senior,Prole,False,Cautious,Older,Economy,False,FiftyThou,True,Normal,Normal,None,EggShell,None,FiveThou,True,City,False,Thousand,Thousand,Thousand,False,False,Fair,Thousand,Thousand,Zero
Adolescent,Middle,False,Normal,Older,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,Secure,False,Thousand,Thousand,TenThou,True,True,Poor,Thousand,Thousand,Zero
Senior,Middle,False,Normal,Older,FamilySedan,False,TwentyThou,False,Expert,Excellent,None,Tank,None,FiveThou,False,Suburb,False,Thousand,Thousand,TenThou,True,True,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Cautious,Older,FamilySedan,False,TwentyThou,False,SubStandard,Poor,None,Tank,None,FiveThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Good,Thousand,Thousand,Many
Adolescent,Prole,False,Cautious,Older,Economy,False,TwentyThou,False,SubStandard,Poor,Moderate,EggShell,Moderate,FiveThou,True,City,False,TenThou,Thousand,TenThou,True,False,Poor,TenThou,Thousand,One
Adult,Middle,False,Cautious,Older,FamilySedan,False,FiftyThou,False,Expert,Excellent,None,Football,None,FiveThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Cautious,Older,FamilySedan,False,FiveThou,False,Expert,Excellent,None,Football,None,TwentyThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,SubStandard,Poor,Mild,Tank,None,FiveThou,False,Secure,False,Thousand,Thousand,TenThou,True,False,Good,Thousand,Thousand,One
Adult,UpperMiddle,False,Normal,Current,Luxury,True,FiftyThou,False,Normal,Normal,None,Football,None,FiftyThou,True,Secure,False,Thousand,Thousand,Thousand,True,True,Good,Thousand,Thousand,Zero
Senior,Wealthy,False,Adventurous,Current,SuperLuxury,True,FiveThou,False,Normal,Normal,None,Football,None,Million,True,Secure,False,Thousand,Thousand,TenThou,True,True,Good,Thousand,Thousand,Zero
Adolescent,Prole,False,Adventurous,Older,Economy,False,FiveThou,False,Normal,Poor,None,EggShell,None,FiveThou,False,Rural,False,Thousand,Thousand,TenThou,True,False,Fair,Thousand,Thousand,Zero
Adolescent,Prole,False,Adventurous,Current,FamilySedan,False,FiveThou,False,SubStandard,Poor,Severe,Football,Severe,TwentyThou,False,City,False,HundredThou,HundredThou,Million,False,True,Excellent,Thousand,Million,Many
Adult,Middle,False,Cautious,Current,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,TenThou,True,Secure,False,Thousand,Thousand,Thousand,True,True,Good,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Adventurous,Older,Luxury,False,FiftyThou,False,Expert,Excellent,None,Football,None,TenThou,False,Suburb,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adolescent,Wealthy,False,Normal,Current,SportsCar,True,FiftyThou,False,Expert,Excellent,None,EggShell,None,FiftyThou,True,Secure,False,Thousand,Thousand,TenThou,True,True,Poor,Thousand,Thousand,Zero
Senior,UpperMiddle,False,Normal,Current,Luxury,True,FiveThou,True,Normal,Normal,None,Tank,None,FiftyThou,True,Suburb,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Zero
Adult,Prole,False,Adventurous,Older,FamilySedan,False,TwentyThou,False,Normal,Excellent,None,EggShell,None,TenThou,False,Suburb,False,Thousand,Thousand,TenThou,True,False,Fair,Thousand,Thousand,Many
Adult,Middle,False,Adventurous,Older,FamilySedan,False,FiveThou,False,SubStandard,Poor,None,Tank,None,TenThou,False,Suburb,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Many
Adolescent,Prole,False,Adventurous,Older,Economy,False,TwentyThou,False,SubStandard,Poor,Severe,EggShell,Severe,FiveThou,False,Rural,False,TenThou,TenThou,HundredThou,True,False,Poor,HundredThou,Thousand,Many
Senior,Middle,False,Normal,Older,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,Suburb,False,Thousand,Thousand,TenThou,True,False,Poor,Thousand,Thousand,Zero
Senior,Prole,False,Cautious,Older,SportsCar,False,FiftyThou,True,SubStandard,Poor,Severe,EggShell,Severe,FiveThou,True,City,False,TenThou,TenThou,TenThou,True,True,Poor,HundredThou,Thousand,Zero
Adolescent,Prole,False,Adventurous,Older,FamilySedan,False,Domino,False,Normal,Excellent,None,Tank,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Good,Thousand,Thousand,Many
Adult,Prole,False,Normal,Older,Economy,False,Domino,False,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Zero
Senior,Middle,False,Cautious,Older,FamilySedan,False,FiftyThou,True,SubStandard,Poor,None,Football,None,FiveThou,True,Secure,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,One
Senior,UpperMiddle,False,Cautious,Current,SportsCar,True,TwentyThou,True,SubStandard,Poor,None,EggShell,None,TwentyThou,True,Secure,False,Thousand,Thousand,TenThou,True,True,Poor,Thousand,Thousand,One
Adult,Prole,False,Normal,Older,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Zero
Senior,Prole,False,Normal,Current,Economy,False,FiveThou,True,Normal,Normal,Moderate,Football,Moderate,TenThou,False,Rural,False,TenThou,HundredThou,HundredThou,True,True,Excellent,Thousand,TenThou,Zero
Senior,Prole,False,Normal,Older,Economy,False,Domino,False,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,One
Adult,Prole,False,Normal,Older,FamilySedan,False,TwentyThou,False,Normal,Normal,None,Tank,None,FiveThou,False,City,False,Thousand,Thousand,TenThou,True,False,Excellent,Thousand,Thousand,Zero
Adolescent,Prole,False,Adventurous,Older,FamilySedan,False,TwentyThou,False,Normal,Excellent,None,Tank,None,TenThou,False,City,False,Thousand,Thousand,TenThou,False,False,Good,Thousand,Thousand,Many
Adult,Prole,False,Adventurous,Older,SportsCar,False,TwentyThou,False,SubStandard,Poor,Severe,EggShell,Severe,FiftyThou,False,City,False,HundredThou,HundredThou,HundredThou,True,False,Poor,Million,Thousand,Many
Adult,Prole,False,Normal,Older,FamilySedan,False,TwentyThou,False,Normal,Normal,None,Football,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,True,Good,Thousand,Thousand,Zero
Adult,Middle,False,Cautious,Older,FamilySedan,False,FiftyThou,False,SubStandard,Poor,None,Football,None,FiveThou,True,Secure,False,Thousand,Thousand,TenThou,True,True,Good,Thousand,Thousand,Many
Adolescent,Middle,False,Normal,Older,FamilySedan,False,TwentyThou,False,Normal,Normal,None,Tank,None,TwentyThou,False,Secure,False,Thousand,Thousand,Thousand,True,False,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Current,FamilySedan,True,TwentyThou,False,Normal,Normal,None,Tank,None,TwentyThou,False,Suburb,False,Thousand,Thousand,TenThou,True,True,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Cautious,Current,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,TenThou,True,Secure,False,Thousand,Thousand,TenThou,True,True,Poor,Thousand,Thousand,Zero
Adult,Prole,False,Cautious,Current,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,True,Rural,False,Thousand,Thousand,TenThou,True,True,Poor,Thousand,Thousand,Zero
Senior,UpperMiddle,False,Normal,Current,FamilySedan,False,TwentyThou,False,Expert,Excellent,None,Football,None,TwentyThou,True,Secure,False,Thousand,Thousand,TenThou,True,True,Good,Thousand,Thousand,Zero
Senior,Prole,False,Normal,Older,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,Rural,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,Prole,False,Adventurous,Older,FamilySedan,False,FiftyThou,False,Normal,Excellent,None,Tank,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,False,Excellent,Thousand,Thousand,One
Adult,Prole,False,Normal,Older,Economy,False,TwentyThou,False,Expert,Excellent,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Current,FamilySedan,False,TwentyThou,False,Normal,Normal,None,Football,None,TwentyThou,False,City,False,Thousand,Thousand,TenThou,True,True,Good,Thousand,Thousand,Zero
Adult,Middle,False,Adventurous,Older,FamilySedan,False,FiveThou,False,Normal,Poor,None,Tank,None,FiveThou,False,Rural,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Zero
Adolescent,Middle,False,Normal,Older,FamilySedan,False,Domino,False,SubStandard,Poor,Severe,Tank,Severe,FiveThou,True,Rural,False,TenThou,HundredThou,HundredThou,False,False,Good,Thousand,Thousand,Many
Adult,Prole,False,Normal,Current,Economy,False,TwentyThou,False,SubStandard,Poor,Moderate,Football,Moderate,TenThou,False,City,False,TenThou,HundredThou,HundredThou,False,True,Good,Thousand,Thousand,One
Adult,Middle,False,Adventurous,Current,FamilySedan,True,TwentyThou,False,SubStandard,Poor,Mild,Football,Mild,TwentyThou,False,Suburb,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Many
Adult,Prole,False,Adventurous,Older,SportsCar,False,TwentyThou,False,SubStandard,Poor,Mild,EggShell,Mild,TenThou,False,City,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Many
Adolescent,Prole,False,Cautious,Older,Economy,False,TwentyThou,False,SubStandard,Poor,Moderate,EggShell,Moderate,FiveThou,True,Rural,False,TenThou,TenThou,TenThou,True,False,Fair,Thousand,HundredThou,Zero
Senior,Prole,False,Normal,Older,FamilySedan,False,Domino,False,Normal,Normal,None,Football,None,FiveThou,True,Suburb,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,Suburb,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Adventurous,Current,Economy,False,FiftyThou,False,Normal,Poor,Severe,Football,Severe,TenThou,False,Suburb,False,TenThou,TenThou,HundredThou,True,True,Good,Thousand,Thousand,Many
Adult,Middle,False,Adventurous,Older,FamilySedan,False,TwentyThou,False,SubStandard,Poor,Moderate,Tank,Mild,TenThou,False,City,False,Thousand,Thousand,TenThou,False,False,Good,Thousand,Thousand,Many
Adult,Prole,False,Normal,Older,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,FiveThou,True,City,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Psychopath,Current,FamilySedan,True,FiftyThou,False,SubStandard,Poor,None,EggShell,None,TwentyThou,False,City,False,Thousand,Thousand,Thousand,False,True,Poor,Thousand,Thousand,Many
Adolescent,UpperMiddle,True,Adventurous,Current,SportsCar,True,Domino,False,Normal,Excellent,None,EggShell,None,TwentyThou,False,Secure,False,Thousand,Thousand,Thousand,True,True,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Cautious,Older,FamilySedan,False,FiftyThou,False,Normal,Normal,None,Tank,None,TenThou,True,Secure,False,Thousand,Thousand,TenThou,True,False,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Cautious,Older,FamilySedan,False,TwentyThou,False,SubStandard,Poor,Mild,Football,Mild,FiveThou,True,Rural,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Normal,Current,SportsCar,True,TwentyThou,False,SubStandard,Poor,None,EggShell,None,TwentyThou,True,Suburb,False,Thousand,Thousand,Thousand,True,True,Poor,Thousand,Thousand,Many
Adult,UpperMiddle,False,Normal,Current,Luxury,True,Domino,False,SubStandard,Poor,Mild,Football,Mild,FiftyThou,False,Suburb,False,Thousand,Thousand,TenThou,False,True,Good,Thousand,Thousand,Many
Adult,Prole,False,Normal,Older,FamilySedan,False,FiftyThou,False,SubStandard,Poor,Mild,Tank,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Excellent,Thousand,Thousand,One
Adult,Middle,False,Adventurous,Current,SportsCar,False,FiftyThou,False,Expert,Excellent,None,EggShell,None,TwentyThou,False,Suburb,False,Thousand,Thousand,Thousand,False,True,Fair,Thousand,Thousand,One
Adolescent,Middle,False,Normal,Older,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,Suburb,False,Thousand,Thousand,TenThou,False,False,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Adventurous,Older,SportsCar,False,FiveThou,False,Normal,Normal,None,EggShell,None,TwentyThou,False,Suburb,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,One
Adult,Middle,False,Normal,Older,FamilySedan,False,TwentyThou,False,Expert,Excellent,None,Football,None,TwentyThou,False,Rural,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,Prole,False,Cautious,Older,Economy,False,FiftyThou,False,Normal,Normal,None,Football,None,FiveThou,True,City,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Senior,Prole,False,Cautious,Older,Economy,False,TwentyThou,True,Normal,Excellent,None,EggShell,None,TenThou,True,City,False,Thousand,Thousand,Thousand,False,False,Fair,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Adventurous,Current,SportsCar,True,Domino,False,Normal,Excellent,None,EggShell,None,TwentyThou,False,City,False,Thousand,Thousand,Thousand,True,True,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,FiveThou,False,Normal,Normal,None,Football,None,FiveThou,True,Secure,False,Thousand,Thousand,TenThou,True,True,Good,Thousand,Thousand,Zero
Adult,Prole,False,Adventurous,Current,Economy,False,TwentyThou,False,Normal,Poor,None,EggShell,None,TenThou,False,City,False,Thousand,Thousand,TenThou,False,True,Fair,Thousand,Thousand,Many
Adolescent,Middle,False,Adventurous,Older,FamilySedan,False,FiftyThou,False,SubStandard,Poor,Severe,Tank,Mild,FiveThou,False,Rural,False,Thousand,TenThou,TenThou,True,True,Excellent,Thousand,Thousand,Many
Adult,Middle,False,Normal,Current,FamilySedan,False,Domino,False,Expert,Excellent,None,Football,None,TwentyThou,False,Suburb,False,Thousand,Thousand,TenThou,True,True,Good,Thousand,Thousand,Zero
Adult,Middle,False,Adventurous,Older,Economy,False,Domino,False,Normal,Poor,Moderate,EggShell,Severe,FiveThou,False,Suburb,False,TenThou,Thousand,TenThou,True,False,Fair,TenThou,Thousand,Zero
Adult,Prole,False,Adventurous,Current,Economy,False,TwentyThou,False,SubStandard,Poor,None,Football,None,TenThou,False,City,False,Thousand,Thousand,TenThou,True,True,Good,Thousand,Thousand,Many
Senior,UpperMiddle,False,Cautious,Older,Luxury,True,FiftyThou,True,SubStandard,Poor,None,Football,None,TenThou,True,Secure,False,Thousand,Thousand,TenThou,False,True,Good,Thousand,Thousand,One
Adult,Prole,False,Cautious,Current,FamilySedan,False,FiftyThou,False,Expert,Excellent,None,EggShell,None,TwentyThou,True,Rural,False,Thousand,Thousand,TenThou,True,True,Poor,Thousand,Thousand,Zero
Adult,Prole,False,Adventurous,Older,Economy,False,TwentyThou,False,Expert,Excellent,None,Football,None,TenThou,False,City,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,Normal,Normal,None,Football,None,TwentyThou,True,Suburb,False,Thousand,Thousand,TenThou,True,False,Fair,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Adventurous,Current,Luxury,True,TwentyThou,False,SubStandard,Poor,None,Tank,None,FiftyThou,False,Rural,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Many
Adolescent,UpperMiddle,False,Normal,Current,FamilySedan,False,TwentyThou,False,Normal,Normal,None,EggShell,None,TwentyThou,True,Secure,False,Thousand,Thousand,Thousand,True,True,Poor,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Normal,Current,Luxury,True,TwentyThou,False,Normal,Normal,None,Tank,None,FiftyThou,True,Rural,False,Thousand,Thousand,TenThou,False,True,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,Economy,False,FiftyThou,False,Normal,Normal,Mild,EggShell,Mild,FiveThou,False,Suburb,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adolescent,Prole,True,Adventurous,Older,FamilySedan,False,FiftyThou,False,Normal,Normal,None,Tank,None,FiveThou,False,Suburb,False,Thousand,Thousand,TenThou,True,False,Good,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,TwentyThou,False,Normal,Normal,None,Football,None,TwentyThou,True,Rural,False,Thousand,Thousand,TenThou,False,True,Excellent,Thousand,Thousand,Zero
Senior,UpperMiddle,False,Cautious,Current,FamilySedan,False,TwentyThou,True,Expert,Excellent,None,Football,None,TwentyThou,True,Secure,False,Thousand,Thousand,Thousand,True,True,Fair,Thousand,Thousand,Zero
Senior,Prole,False,Cautious,Current,Economy,False,TwentyThou,False,Normal,Normal,None,Football,None,TenThou,True,City,False,Thousand,Thousand,TenThou,False,True,Excellent,Thousand,Thousand,Zero
Adolescent,UpperMiddle,True,Normal,Current,FamilySedan,False,TwentyThou,False,Normal,Normal,None,Football,None,TwentyThou,True,Rural,False,Thousand,Thousand,TenThou,True,True,Good,Thousand,Thousand,Zero
Adolescent,Prole,False,Adventurous,Older,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Many
Adult,Prole,False,Adventurous,Older,Economy,False,FiftyThou,False,Expert,Excellent,None,Football,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,One
Adolescent,Middle,True,Adventurous,Older,FamilySedan,False,FiftyThou,False,Normal,Poor,Mild,Football,Mild,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,True,Good,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,Economy,False,FiftyThou,False,SubStandard,Poor,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Many
Senior,UpperMiddle,False,Normal,Current,Economy,False,Domino,True,Expert,Excellent,None,EggShell,None,TenThou,True,Secure,False,Thousand,Thousand,TenThou,True,True,Good,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,FamilySedan,False,Domino,False,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Zero
Adolescent,Prole,False,Adventurous,Older,FamilySedan,False,Domino,False,Expert,Excellent,None,Football,None,FiveThou,False,City,False,Thousand,Thousand,TenThou,False,False,Fair,Thousand,Thousand,Zero
Senior,Middle,False,Cautious,Older,FamilySedan,False,FiveThou,True,Normal,Normal,None,Football,None,TwentyThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Good,Thousand,Thousand,Zero
Adolescent,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,Expert,Excellent,None,Tank,None,FiveThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Good,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,Economy,False,FiveThou,False,SubStandard,Poor,None,EggShell,None,TenThou,False,Rural,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Many
Adult,Prole,False,Adventurous,Older,FamilySedan,False,Domino,False,SubStandard,Poor,Mild,Football,Mild,FiveThou,False,City,False,Thousand,Thousand,TenThou,True,False,Fair,Thousand,Thousand,Many
Adult,Middle,False,Adventurous,Older,FamilySedan,False,FiftyThou,False,SubStandard,Poor,None,Tank,None,FiveThou,False,Suburb,False,Thousand,Thousand,TenThou,True,False,Excellent,Thousand,Thousand,Many
Senior,UpperMiddle,False,Cautious,Older,Economy,False,FiftyThou,True,Normal,Normal,None,EggShell,None,FiveThou,True,Secure,False,Thousand,Thousand,Thousand,True,True,Good,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Current,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,True,Suburb,False,Thousand,Thousand,TenThou,True,True,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,SubStandard,Poor,Severe,Tank,Mild,FiveThou,False,Suburb,False,Thousand,TenThou,TenThou,True,False,Good,Thousand,HundredThou,One
Adult,Middle,False,Normal,Current,FamilySedan,True,FiftyThou,False,Normal,Normal,None,Football,None,TwentyThou,False,Secure,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,Normal,Normal,None,Tank,None,TenThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Adventurous,Current,SportsCar,True,FiftyThou,False,Normal,Poor,Severe,EggShell,Severe,TenThou,False,Suburb,False,TenThou,HundredThou,HundredThou,True,True,Poor,Million,TenThou,Zero
Senior,Middle,False,Cautious,Current,FamilySedan,True,TwentyThou,True,Expert,Excellent,None,Football,None,TwentyThou,True,Secure,False,Thousand,Thousand,TenThou,False,True,Excellent,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Current,FamilySedan,True,FiftyThou,False,Expert,Excellent,None,Tank,None,TwentyThou,False,Suburb,False,Thousand,Thousand,TenThou,False,True,Excellent,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Cautious,Current,Luxury,True,TwentyThou,False,Normal,Normal,None,Football,None,FiftyThou,True,Secure,False,Thousand,Thousand,Thousand,True,True,Good,Thousand,Thousand,One
Adult,Middle,False,Normal,Current,FamilySedan,False,TwentyThou,False,SubStandard,Poor,Severe,Football,Severe,TwentyThou,True,Suburb,False,HundredThou,TenThou,HundredThou,True,True,Excellent,Thousand,Thousand,Many
Adult,Middle,False,Adventurous,Current,FamilySedan,True,FiftyThou,False,Normal,Excellent,None,Tank,None,TwentyThou,False,Suburb,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Adventurous,Older,SportsCar,False,FiftyThou,False,SubStandard,Poor,Severe,EggShell,Severe,FiveThou,False,Rural,False,TenThou,HundredThou,HundredThou,True,True,Poor,Thousand,Thousand,Many
Adult,Middle,False,Cautious,Older,FamilySedan,False,Domino,False,SubStandard,Poor,Severe,Football,Severe,FiveThou,True,Secure,False,TenThou,Thousand,TenThou,True,False,Fair,TenThou,Thousand,One
Adult,Middle,False,Normal,Older,FamilySedan,False,TwentyThou,False,Normal,Normal,None,Tank,None,TenThou,False,Suburb,False,Thousand,Thousand,TenThou,True,False,Good,Thousand,Thousand,Zero
Adult,Prole,False,Cautious,Current,Economy,False,Domino,False,Normal,Normal,None,EggShell,None,TenThou,True,City,False,Thousand,Thousand,Thousand,True,True,Good,Thousand,Thousand,Zero
Senior,Prole,False,Cautious,Current,Economy,False,Domino,True,Normal,Normal,None,EggShell,None,FiveThou,True,City,False,Thousand,Thousand,Thousand,True,True,Poor,Thousand,Thousand,Zero
Senior,Prole,False,Adventurous,Older,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Current,Economy,False,TwentyThou,False,Expert,Excellent,None,EggShell,None,TenThou,True,Secure,False,Thousand,Thousand,TenThou,True,True,Poor,Thousand,Thousand,Zero
Adolescent,Prole,False,Adventurous,Older,Economy,False,FiftyThou,False,SubStandard,Poor,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Many
Adult,Middle,False,Cautious,Current,FamilySedan,False,TwentyThou,False,SubStandard,Poor,Moderate,EggShell,Severe,TwentyThou,True,Secure,False,HundredThou,TenThou,HundredThou,False,True,Fair,TenThou,Thousand,Many
Senior,Prole,False,Normal,Older,Economy,False,TwentyThou,False,SubStandard,Poor,Moderate,EggShell,Moderate,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Fair,TenThou,Thousand,Many
